card_name,offer_url,rarity,lowest,highest,average,offer_count
Mirrorjade the Iceblade Dragon (extended art),https://mypcards.com/yugioh/produto/318775/mirrorjade-the-iceblade-dragon-extended-art,Ultra Rare,699.99,1200.00,866.66,3
Mirrorjade the Iceblade Dragon (extended art),https://mypcards.com/yugioh/produto/318775/mirrorjade-the-iceblade-dragon-extended-art,Starlight Rare,3000.00,3000.00,3000.00,1
Mirrorjade the Iceblade Dragon (extended art),https://mypcards.com/yugioh/produto/318775/mirrorjade-the-iceblade-dragon-extended-art,Ultra Rare,699.99,1200.00,866.66,3
Mirrorjade the Iceblade Dragon (extended art),https://mypcards.com/yugioh/produto/318775/mirrorjade-the-iceblade-dragon-extended-art,Starlight Rare,3000.00,3000.00,3000.00,1
Red-Eyes Dark Dragoon (extended art),https://mypcards.com/yugioh/produto/318770/red-eyes-dark-dragoon-extended-art,Ultra Rare,649.00,750.00,699.66,6
Red-Eyes Dark Dragoon (extended art),https://mypcards.com/yugioh/produto/318770/red-eyes-dark-dragoon-extended-art,Common,700.00,700.00,700.00,2
Super Polymerization (extended art),https://mypcards.com/yugioh/produto/320882/super-polymerization-extended-art,Ultra Rare,549.99,1200.00,719.98,10
Super Polymerization (extended art),https://mypcards.com/yugioh/produto/320882/super-polymerization-extended-art,Starlight Rare,1200.00,1999.00,1599.50,4
Firewall Dragon Singularity (extended art),https://mypcards.com/yugioh/produto/320881/firewall-dragon-singularity-extended-art,Ultra Rare,350.00,399.00,374.50,4
Odd-Eyes Arcray Dragon (extended art),https://mypcards.com/yugioh/produto/320880/odd-eyes-arcray-dragon-extended-art,Ultra Rare,260.00,380.00,337.37,24
Odd-Eyes Arcray Dragon (extended art),https://mypcards.com/yugioh/produto/320880/odd-eyes-arcray-dragon-extended-art,Starlight Rare,2500.00,2500.00,2500.00,2
Kurikara Divincarnate (extended art),https://mypcards.com/yugioh/produto/318774/kurikara-divincarnate-extended-art,Ultra Rare,448.90,680.00,536.06,24
Kurikara Divincarnate (extended art),https://mypcards.com/yugioh/produto/318774/kurikara-divincarnate-extended-art,Starlight Rare,1990.00,1990.00,1990.00,2
Dragão Toon de Olhos Azuis,https://mypcards.com/yugioh/produto/318763/dragao-toon-de-olhos-azuis,Starlight Rare,222.00,359.00,286.18,10
Shooting Quasar Dragon (extended art),https://mypcards.com/yugioh/produto/318772/shooting-quasar-dragon-extended-art,Ultra Rare,200.00,850.00,403.50,16
Elo Entre Professor e Estudante,https://mypcards.com/yugioh/produto/320806/elo-entre-professor-e-estudante,Starlight Rare,200.00,250.00,215.14,14
Sábio Negro,https://mypcards.com/yugioh/produto/320749/sabio-negro,Starlight Rare,199.00,200.00,199.75,8
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Prismatic Collector’s Rare,189.90,200.00,193.30,6
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Prismatic Style Ultimate Rare,189.90,200.00,195.98,10
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Prismatic Style Collector’s Rares,190.00,300.00,230.00,6
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Prismatic Ultimate Rare,200.00,300.00,250.00,4
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Platinum Secret Rares,199.99,300.00,250.00,4
Impulso Dominus,https://mypcards.com/yugioh/produto/320825/impulso-dominus,Collector's Rare,300.00,300.00,300.00,2
Number 99: Utopia Dragonar (extended art),https://mypcards.com/yugioh/produto/318773/number-99-utopia-dragonar-extended-art,Starlight Rare,299.99,699.99,499.99,4
Number 99: Utopia Dragonar (extended art),https://mypcards.com/yugioh/produto/318773/number-99-utopia-dragonar-extended-art,Ultra Rare,170.00,299.99,224.00,10
Purga Dominus,https://mypcards.com/yugioh/produto/321063/dominus-purge,Prismatic Style Collector’s Rares,145.00,145.00,145.00,2
Purga Dominus,https://mypcards.com/yugioh/produto/321063/dominus-purge,Prismatic Style Ultimate Rare,145.00,145.00,145.00,2
Purga Dominus,https://mypcards.com/yugioh/produto/321063/dominus-purge,Prismatic Collector’s Rare,199.00,199.00,199.00,2
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Prismatic Style Collector’s Rares,140.00,159.99,152.47,8
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Prismatic Style Ultimate Rare,149.89,159.99,153.26,6
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Platinum Secret Rares,159.99,199.90,179.94,4
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Ultra Rare,699.90,700.00,699.93,6
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Starlight Rare,3499.00,3499.00,3499.00,2
Dominus Purge (extended art),https://mypcards.com/yugioh/produto/318776/dominus-purge-extended-art,Secret Pharaoh’s Rare,190.00,190.00,190.00,2
Dragão de Três Chifres,https://mypcards.com/yugioh/produto/320745/dragao-de-tres-chifres,Starlight Rare,100.00,189.00,132.25,22
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Ultra Rare,42.00,60.00,47.61,38
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Super Rare,68.99,68.99,68.99,2
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Starlight Rare,199.00,299.00,232.98,12
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Ultra Rare,42.00,60.00,47.61,38
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Super Rare,68.99,68.99,68.99,2
Blue-Eyes White Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320829/blue-eyes-white-dragon-stamp-artwork,Starlight Rare,199.00,299.00,232.98,12
Wake Up Your Elemental HERO (extended art),https://mypcards.com/yugioh/produto/318771/wake-up-your-elemental-hero-extended-art,Ultra Rare,389.99,450.00,427.78,5
Wake Up Your Elemental HERO (extended art),https://mypcards.com/yugioh/produto/318771/wake-up-your-elemental-hero-extended-art,Starlight Rare,1180.00,1599.99,1326.66,3
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Ultra Rare,38.00,69.99,45.83,19
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Super Rare,39.90,39.99,39.94,5
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Secret Rare,45.00,110.00,55.81,12
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Prismatic Style Collector’s Rares,49.90,165.00,65.87,11
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Prismatic Style Ultimate Rare,50.00,79.99,55.00,8
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Platinum Secret Rares,55.00,175.00,79.35,8
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Prismatic Ultimate Rare,150.00,150.00,150.00,1
Dragão Primita Berilo de Ether,https://mypcards.com/yugioh/produto/320778/dragao-primita-berilo-de-ether,Starlight Rare,198.00,250.00,220.75,4
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Super Rare,38.00,49.99,42.50,23
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Ultra Rare,29.99,60.00,46.13,25
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Secret Rare,58.50,70.00,65.11,27
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Prismatic Style Ultimate Rare,50.00,100.00,79.97,8
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Starlight Rare,270.00,280.00,273.80,5
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Prismatic Style Collector’s Rares,84.99,99.99,93.94,6
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Platinum Secret Rares,89.00,99.90,94.45,2
Anjo do Caos,https://mypcards.com/yugioh/produto/320788/anjo-do-caos,Prismatic Secret Rare,100.00,100.00,100.00,1
I:P Masquerena (stamp artwork),https://mypcards.com/yugioh/produto/318767/ip-masquerena-stamp-artwork,Ultra Rare,28.00,50.00,37.65,52
I:P Masquerena (stamp artwork),https://mypcards.com/yugioh/produto/318767/ip-masquerena-stamp-artwork,Starlight Rare,88.90,179.99,105.47,18
Maxx C (stamp artwork),https://mypcards.com/yugioh/produto/318765/maxx-c-stamp-artwork,Ultra Rare,25.99,45.00,32.10,40
Maxx C (stamp artwork),https://mypcards.com/yugioh/produto/318765/maxx-c-stamp-artwork,Starlight Rare,200.00,400.00,268.66,26
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Super Rare,26.90,49.90,30.73,21
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Ultra Rare,25.00,60.00,31.75,45
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Secret Rare,34.90,120.00,46.40,12
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Platinum Secret Rares,47.99,200.00,70.55,10
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Prismatic Style Ultimate Rare,49.90,49.99,49.93,3
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Prismatic Collector’s Rare,49.90,49.90,49.90,1
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Prismatic Style Collector’s Rares,50.00,190.00,92.50,4
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Starlight Rare,174.90,200.00,186.08,9
Senhorial Veio Primita,https://mypcards.com/yugioh/produto/320817/senhorial-veio-primita,Ultimate Rare,185.00,185.00,185.00,1
Ash Blossom & Joyous Spring (stamp artwork),https://mypcards.com/yugioh/produto/320834/ash-blossom-joyous-spring-stamp-artwork,Ultra Rare,22.00,45.99,33.01,43
Ash Blossom & Joyous Spring (stamp artwork),https://mypcards.com/yugioh/produto/320834/ash-blossom-joyous-spring-stamp-artwork,Starlight Rare,200.00,600.00,304.10,24
Dark Magician Girl (stamp artwork),https://mypcards.com/yugioh/produto/318764/dark-magician-girl-stamp-artwork,Ultra Rare,20.00,49.99,34.15,56
Dark Magician Girl (stamp artwork),https://mypcards.com/yugioh/produto/318764/dark-magician-girl-stamp-artwork,Super Rare,56.99,56.99,56.99,2
Dark Magician Girl (stamp artwork),https://mypcards.com/yugioh/produto/318764/dark-magician-girl-stamp-artwork,Starlight Rare,150.00,800.00,249.35,25
Dark Magician (stamp artwork),https://mypcards.com/yugioh/produto/320828/dark-magician-stamp-artwork,Ultra Rare,20.00,50.00,36.04,72
Dark Magician (stamp artwork),https://mypcards.com/yugioh/produto/320828/dark-magician-stamp-artwork,Starlight Rare,85.00,149.90,102.40,17
Dark Magician (stamp artwork),https://mypcards.com/yugioh/produto/320828/dark-magician-stamp-artwork,Common,29.90,29.90,29.90,3
Divine Arsenal AA-ZEUS - Sky Thunder (stamp artwork),https://mypcards.com/yugioh/produto/320845/divine-arsenal-aa-zeus-sky-thunder-stamp-artwork,Ultra Rare,24.00,69.90,30.52,27
Divine Arsenal AA-ZEUS - Sky Thunder (stamp artwork),https://mypcards.com/yugioh/produto/320845/divine-arsenal-aa-zeus-sky-thunder-stamp-artwork,Starlight Rare,140.00,219.90,168.49,24
Divine Arsenal AA-ZEUS - Sky Thunder (stamp artwork),https://mypcards.com/yugioh/produto/320845/divine-arsenal-aa-zeus-sky-thunder-stamp-artwork,Common,20.00,20.00,20.00,3
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Super Rare,19.89,39.99,25.24,22
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Ultra Rare,19.50,49.00,25.92,33
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Secret Rare,27.00,65.00,32.42,32
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Prismatic Style Ultimate Rare,39.90,75.00,44.98,9
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Starlight Rare,109.90,150.00,133.53,11
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Platinum Secret Rares,39.00,75.00,50.78,5
Fenrir Kashtira,https://mypcards.com/yugioh/produto/320769/fenrir-kashtira,Prismatic Style Collector’s Rares,39.00,49.99,43.18,7
Infinite Impermanence (stamp artwork),https://mypcards.com/yugioh/produto/320879/infinite-impermanence-stamp-artwork,Ultra Rare,18.99,32.50,23.99,59
Infinite Impermanence (stamp artwork),https://mypcards.com/yugioh/produto/320879/infinite-impermanence-stamp-artwork,Starlight Rare,147.99,199.00,161.35,13
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Super Rare,18.00,35.00,24.70,22
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Ultra Rare,24.89,32.50,28.21,12
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Secret Rare,28.00,49.90,32.36,23
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Prismatic Style Collector’s Rares,39.00,45.00,42.66,6
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Collector's Rare,35.00,65.00,50.00,2
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Prismatic Style Ultimate Rare,39.90,44.99,41.70,4
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Platinum Secret Rares,44.99,44.99,44.99,1
Bistial Dis Pater,https://mypcards.com/yugioh/produto/320786/bistial-dis-pater,Starlight Rare,279.99,299.00,284.75,4
Red-Eyes Black Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320830/red-eyes-black-dragon-stamp-artwork,Ultra Rare,18.00,45.00,33.33,53
Red-Eyes Black Dragon (stamp artwork),https://mypcards.com/yugioh/produto/320830/red-eyes-black-dragon-stamp-artwork,Starlight Rare,100.00,189.00,115.07,11
Crossout Designator (stamp artwork),https://mypcards.com/yugioh/produto/318768/crossout-designator-stamp-artwork,Ultra Rare,19.90,30.00,23.72,44
Crossout Designator (stamp artwork),https://mypcards.com/yugioh/produto/318768/crossout-designator-stamp-artwork,Starlight Rare,140.00,225.00,172.09,20
Slifer the Sky Dragon (stamp artwork),https://mypcards.com/yugioh/produto/318769/slifer-the-sky-dragon-stamp-artwork,Ultra Rare,17.80,70.00,24.09,45
Slifer the Sky Dragon (stamp artwork),https://mypcards.com/yugioh/produto/318769/slifer-the-sky-dragon-stamp-artwork,Starlight Rare,109.99,200.00,124.99,25
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Super Rare,15.00,25.99,19.94,25
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Ultra Rare,17.49,29.99,21.01,33
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Secret Rare,23.90,44.50,27.75,24
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Prismatic Style Ultimate Rare,25.33,45.00,33.12,12
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Prismatic Style Collector’s Rares,30.00,49.99,37.05,16
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Starlight Rare,70.00,109.99,88.20,19
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Platinum Secret Rares,33.90,80.00,47.16,5
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Prismatic Collector’s Rare,40.00,65.00,51.63,3
Unicórnio Kashtira,https://mypcards.com/yugioh/produto/320770/unicornio-kashtira,Collector's Rare,50.00,50.00,50.00,1
"Nibiru, the Primal Being (stamp artwork)",https://mypcards.com/yugioh/produto/320837/nibiru-the-primal-being-stamp-artwork,Ultra Rare,15.00,32.50,19.92,38
"Nibiru, the Primal Being (stamp artwork)",https://mypcards.com/yugioh/produto/320837/nibiru-the-primal-being-stamp-artwork,Starlight Rare,119.00,199.99,136.05,12
"Nibiru, the Primal Being (stamp artwork)",https://mypcards.com/yugioh/produto/320837/nibiru-the-primal-being-stamp-artwork,Quarter Century Secret Rare,119.90,119.90,119.90,2
"Promethean Princess, Bestower of Flames (stamp artwork)",https://mypcards.com/yugioh/produto/320848/promethean-princess-bestower-of-flames-stamp-artwork,Ultra Rare,15.00,44.50,20.44,36
"Promethean Princess, Bestower of Flames (stamp artwork)",https://mypcards.com/yugioh/produto/320848/promethean-princess-bestower-of-flames-stamp-artwork,Starlight Rare,100.00,199.99,136.98,17
The Winged Dragon of Ra (stamp artwork),https://mypcards.com/yugioh/produto/320869/the-winged-dragon-of-ra-stamp-artwork,Ultra Rare,15.00,43.50,25.14,48
The Winged Dragon of Ra (stamp artwork),https://mypcards.com/yugioh/produto/320869/the-winged-dragon-of-ra-stamp-artwork,Starlight Rare,80.00,259.00,119.91,16
The Winged Dragon of Ra (stamp artwork),https://mypcards.com/yugioh/produto/320869/the-winged-dragon-of-ra-stamp-artwork,Super Rare,15.00,15.00,15.00,3
Nightmare Apprentice (stamp artwork),https://mypcards.com/yugioh/produto/320874/nightmare-apprentice-stamp-artwork,Ultra Rare,15.00,30.00,22.09,48
Nightmare Apprentice (stamp artwork),https://mypcards.com/yugioh/produto/320874/nightmare-apprentice-stamp-artwork,Starlight Rare,100.00,195.00,132.48,22
Nightmare Apprentice (stamp artwork),https://mypcards.com/yugioh/produto/320874/nightmare-apprentice-stamp-artwork,Common,16.50,16.50,16.50,3
Maliss P White Rabbit (stamp artwork),https://mypcards.com/yugioh/produto/320875/maliss-p-white-rabbit-stamp-artwork,Ultra Rare,14.99,25.00,19.30,58
Maliss P White Rabbit (stamp artwork),https://mypcards.com/yugioh/produto/320875/maliss-p-white-rabbit-stamp-artwork,Starlight Rare,83.50,125.00,96.57,25
Obelisk the Tormentor (stamp artwork),https://mypcards.com/yugioh/produto/320868/obelisk-the-tormentor-stamp-artwork,Ultra Rare,14.00,39.90,20.33,50
Obelisk the Tormentor (stamp artwork),https://mypcards.com/yugioh/produto/320868/obelisk-the-tormentor-stamp-artwork,Starlight Rare,109.90,299.99,198.41,20
Ghost Mourner & Moonlit Chill (stamp artwork),https://mypcards.com/yugioh/produto/320839/ghost-mourner-moonlit-chill-stamp-artwork,Ultra Rare,14.99,28.99,18.47,32
Ghost Mourner & Moonlit Chill (stamp artwork),https://mypcards.com/yugioh/produto/320839/ghost-mourner-moonlit-chill-stamp-artwork,Starlight Rare,80.00,149.00,90.89,25
Sky Striker Ace - Roze (stamp artwork),https://mypcards.com/yugioh/produto/320872/sky-striker-ace-roze-stamp-artwork,Ultra Rare,13.90,30.00,18.06,41
Sky Striker Ace - Roze (stamp artwork),https://mypcards.com/yugioh/produto/320872/sky-striker-ace-roze-stamp-artwork,Starlight Rare,94.89,250.00,129.36,21
Alma Aniquiladora Razen,https://mypcards.com/yugioh/produto/321065/vanquish-soul-razen,Ultra Rare,12.00,110.00,23.03,28
Alma Aniquiladora Razen,https://mypcards.com/yugioh/produto/321065/vanquish-soul-razen,Starlight Rare,109.99,220.00,139.97,8
Alma Aniquiladora Razen,https://mypcards.com/yugioh/produto/321065/vanquish-soul-razen,Ultimate Rare,100.00,100.00,100.00,2
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Super Rare,10.00,24.90,12.73,47
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Ultra Rare,12.49,30.00,18.39,35
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Secret Rare,20.00,34.99,25.43,34
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Platinum Secret Rares,29.90,44.99,38.07,11
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Prismatic Collector’s Rare,29.90,35.00,32.45,2
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Prismatic Style Collector’s Rares,29.99,65.99,41.38,7
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Prismatic Style Ultimate Rare,30.00,49.99,38.98,5
Faimena Caudraco,https://mypcards.com/yugioh/produto/320780/faimena-caudraco,Collector's Rare,45.00,45.00,45.00,2
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Super Rare,10.00,22.99,16.24,30
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Ultra Rare,11.00,25.00,17.55,42
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Secret Rare,24.00,35.00,25.63,21
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Prismatic Style Ultimate Rare,29.90,49.99,36.75,5
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Prismatic Style Collector’s Rares,29.90,65.99,38.46,6
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Platinum Secret Rares,29.90,34.99,32.97,5
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Collector's Rare,35.00,35.00,35.00,1
Despiana Luluwalilith,https://mypcards.com/yugioh/produto/320787/despiana-luluwalilith,Ultimate Rare,35.00,35.00,35.00,1
Ghost Belle & Haunted Mansion (stamp artwork),https://mypcards.com/yugioh/produto/320835/ghost-belle-haunted-mansion-stamp-artwork,Ultra Rare,10.00,169.99,26.23,32
Ghost Belle & Haunted Mansion (stamp artwork),https://mypcards.com/yugioh/produto/320835/ghost-belle-haunted-mansion-stamp-artwork,Super Rare,35.90,35.90,35.90,2
Ghost Belle & Haunted Mansion (stamp artwork),https://mypcards.com/yugioh/produto/320835/ghost-belle-haunted-mansion-stamp-artwork,Starlight Rare,143.90,169.99,151.47,16
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Ultra Rare,10.00,19.99,15.79,24
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Super Rare,18.99,18.99,18.99,2
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Secret Rare,29.50,29.50,29.50,2
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Prismatic Style Ultimate Rare,39.90,39.90,39.90,2
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Platinum Secret Rares,49.00,49.00,49.00,2
Raigeki,https://mypcards.com/yugioh/produto/321066/raigeki,Starlight Rare,198.00,200.00,199.47,8
Sky Striker Ace - Raye (stamp artwork),https://mypcards.com/yugioh/produto/320836/sky-striker-ace-raye-stamp-artwork,Ultra Rare,12.00,29.99,16.76,32
Sky Striker Ace - Raye (stamp artwork),https://mypcards.com/yugioh/produto/320836/sky-striker-ace-raye-stamp-artwork,10000 Secret Rare,19.99,19.99,19.99,2
Sky Striker Ace - Raye (stamp artwork),https://mypcards.com/yugioh/produto/320836/sky-striker-ace-raye-stamp-artwork,Starlight Rare,127.90,380.00,160.98,26
Astellar of the White Forest (stamp artwork),https://mypcards.com/yugioh/produto/320842/astellar-of-the-white-forest-stamp-artwork,Ultra Rare,11.90,25.90,15.20,34
Astellar of the White Forest (stamp artwork),https://mypcards.com/yugioh/produto/320842/astellar-of-the-white-forest-stamp-artwork,Starlight Rare,50.00,69.99,59.23,16
Dimension Shifter (stamp artwork),https://mypcards.com/yugioh/produto/320871/dimension-shifter-stamp-artwork,Ultra Rare,9.80,29.99,14.84,45
Dimension Shifter (stamp artwork),https://mypcards.com/yugioh/produto/320871/dimension-shifter-stamp-artwork,Starlight Rare,98.50,129.99,106.60,20
Called by the Grave (stamp artwork),https://mypcards.com/yugioh/produto/320858/called-by-the-grave-stamp-artwork,Ultra Rare,9.70,29.50,12.80,36
Called by the Grave (stamp artwork),https://mypcards.com/yugioh/produto/320858/called-by-the-grave-stamp-artwork,Starlight Rare,140.00,229.99,167.14,18
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Super Rare,9.00,30.00,14.98,43
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Ultra Rare,10.00,32.90,16.15,28
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Secret Rare,15.00,55.00,21.49,23
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Prismatic Style Ultimate Rare,24.00,50.00,36.19,22
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Ultimate Rare,29.90,30.00,29.92,5
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Starlight Rare,89.90,145.00,107.48,10
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Prismatic Style Collector’s Rares,24.90,40.00,32.45,2
"Albion, o Dragão Santificardor",https://mypcards.com/yugioh/produto/320782/albion-o-dragao-santificardor,Platinum Secret Rares,25.89,65.00,45.45,2
Neo-Spacian Aqua Dolphin (stamp artwork),https://mypcards.com/yugioh/produto/320832/neo-spacian-aqua-dolphin-stamp-artwork,Ultra Rare,9.88,15.99,12.27,43
Neo-Spacian Aqua Dolphin (stamp artwork),https://mypcards.com/yugioh/produto/320832/neo-spacian-aqua-dolphin-stamp-artwork,Common,15.00,15.00,15.00,2
Neo-Spacian Aqua Dolphin (stamp artwork),https://mypcards.com/yugioh/produto/320832/neo-spacian-aqua-dolphin-stamp-artwork,Starlight Rare,45.00,79.00,51.87,16
Lovely Labrynth of the Silver Castle (stamp artwork),https://mypcards.com/yugioh/produto/320841/lovely-labrynth-of-the-silver-castle-stamp-artwork,Ultra Rare,8.90,19.99,11.27,34
Lovely Labrynth of the Silver Castle (stamp artwork),https://mypcards.com/yugioh/produto/320841/lovely-labrynth-of-the-silver-castle-stamp-artwork,Starlight Rare,74.90,79.99,77.77,10
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Super Rare,8.50,24.99,10.53,33
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Ultra Rare,8.90,20.99,11.56,52
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Secret Rare,13.90,39.99,21.77,39
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Collector's Rare,44.90,44.90,44.90,5
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Platinum Secret Rares,24.90,34.99,28.63,3
